episode_run_time,first_air_date,genres,id,languages,name,networks,number_of_episodes,number_of_seasons,origin_country,original_language,overview,popularity,poster_path,production_companies,spoken_languages,vote_average,vote_count,Action & Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Kids,Mystery,News,Reality,Romance,Sci-Fi & Fantasy,Soap,Talk,War & Politics,Western
[26],2018-08-27,['Soap'],81329.0,['fr'],Chronicles of the Sun,"[{'id': 249, 'logo_path': '/1ePfTUHHvBlVQxa0Fltx5kWhIs5.png', 'name': 'France 3', 'origin_country': 'FR'}, {'id': 361, 'logo_path': '/b1cFa5FcHHnpejKiPybXSPcqKjT.png', 'name': 'France 2', 'origin_country': 'FR'}]",1503.0,6.0,['FR'],fr,Claire is surprised when she gets arrested for the murder of her childhood friend after she returns to Montpellier.,3508.391,/t6jVlbPMtZOJoAOfeoR4yQmnjXM.jpg,"[{'id': 7131, 'logo_path': '/qpFsGoa96SytbWkhtkkpllu5Cch.png', 'name': 'France Télévisions', 'origin_country': 'FR'}, {'id': 73809, 'logo_path': None, 'name': 'Epeios Productions', 'origin_country': ''}, {'id': 118346, 'logo_path': '/rwBUYPwdQUC9PqWAQAxLK8Fx1p0.png', 'name': 'France.tv Studio', 'origin_country': 'FR'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",7.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2023-01-09,"['Family', 'Comedy']",218145.0,['sk'],Mom for rent,"[{'id': 550, 'logo_path': '/e3v7L2zlVEO1GLH7pv0f1CNFIeK.png', 'name': 'Markíza', 'origin_country': 'SK'}]",334.0,4.0,['SK'],sk,"Abandoned by his wife, Martin is lying to his daughter not to be upset. But as Hanka grows, these lies become unbearable. Martin meets Nada unexpectedly, asked her to be a rent-a-mother and all lives are completely changed.",3211.108,/fH7PP2Rkdlo414IHvZABBHhtoqd.jpg,"[{'id': 94720, 'logo_path': None, 'name': 'Markíza Slovakia', 'origin_country': 'SK'}]","[{'english_name': 'Slovak', 'iso_639_1': 'sk', 'name': 'Slovenčina'}]",5.1,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[28],2020-11-02,"['Soap', 'Drama']",112470.0,['fr'],Ici tout commence,"[{'id': 290, 'logo_path': '/fqsd09CrijoGu6qfoNIdgUQmVGO.png', 'name': 'TF1', 'origin_country': 'FR'}]",1037.0,4.0,['FR'],fr,"This television drama series is centered around the prestigious culinary school of renowned chef Auguste Armand. The show follows the lives of students and staff as they navigate the challenges and pressures of the culinary world—delving into their personal and professional lives, revealing secrets, rivalries, and complex relationships.",3187.093,/yuTHx38jpogXovMhqNatvozigMJ.jpg,"[{'id': 23448, 'logo_path': '/rKUrVCN0CkbrsaX3iO6bdx1cHYJ.png', 'name': 'Telfrance', 'origin_country': 'FR'}, {'id': 35953, 'logo_path': '/n4OA4cWRIjyGPVz6y7BXydyHSKU.png', 'name': 'TF1 Production', 'origin_country': 'FR'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",7.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[10],2014-05-26,"['Soap', 'Drama']",82708.0,['nl'],The First Years,[],756.0,13.0,['NL'],nl,The First Years is a Dutch series for young people in which real-life situations are recreated. The series sheds light on subjects that pupils in the first year of secondary school may be confronted with.,3148.747,/klPqN1oITjVub0Yss0Kqnx8NfY3.jpg,"[{'id': 109520, 'logo_path': '/wK0YR28dUxiQxPjuy8GXHmGPZoS.png', 'name': 'Tuvalu Media', 'origin_country': 'NL'}]","[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",4.6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[50],2024-07-01,"['Soap', 'Action & Adventure', 'Drama']",247884.0,['es'],"Fugitivas, en busca de la libertad","[{'id': 487, 'logo_path': '/6ROTTOqsZo3XefxZAYowukFdJ6w.png', 'name': 'Las Estrellas', 'origin_country': 'MX'}]",85.0,1.0,['MX'],es,"Lorena, Frida, Lisset and Montse, four friends who are in prison serving a sentence. One of them is accused unjustly. In the prison where they are held there is a massive escape and they escape. After their escape, the fugitives take refuge in a bar looking for the opportunity to start a new life.",2845.273,/oqHWSZmoCgz7JPsbNXihASGnfLW.jpg,[],"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",7.481,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2024-05-06,['Drama'],248155.0,['ko'],The Brave Yong Su Jeong,"[{'id': 97, 'logo_path': '/pOSCKaZhndUFYtxHXjQOV6xJi1s.png', 'name': 'MBC', 'origin_country': 'KR'}]",112.0,1.0,['KR'],ko,"An ingenuous home-shopping host Yong Sujeong dreams of becoming a successful businesswoman who wins people before money. After losing her parents as a kid, she travels around the country with tinker Yong Jangwon and grows up as a strong woman full of courage. She may look fierce on the outside, but in fact, she is a softhearted, clumsy crybaby and a dork who cannot even make eye contact with her crush, Ju Ujin. Meanwhile, there is Yeo Uiju, a man who gets on her nerves by loafing around her. As a soldier, he is more logical rather than empathetic, but he passes out whenever he gets drunk. He loses his face after meeting Sujeong, who drinks like a fish, but he starts to fall for her. By a twist of fate, he realizes he is the second grandson of Masung Group, and his older brother is Sujeong's crush, Ujin.",2820.076,/v0Ld4z1pn61Ojb6ujfsyTZoFNPV.jpg,"[{'id': 136349, 'logo_path': '/cFFJ5oRzrpzuWjd1QV1VJ4N7rKT.png', 'name': 'MBC C&I', 'origin_country': 'KR'}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",7.2,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[29],2004-10-25,[],4682.0,['en'],Strictly Come Dancing: It Takes Two,"[{'id': 332, 'logo_path': '/7HVPn1p2w1nC5oRKBehXVHpss7e.png', 'name': 'BBC Two', 'origin_country': 'GB'}]",331.0,21.0,['GB'],en,"The companion show to the popular BBC One programme Strictly Come Dancing which features interviews and training footage of the couples competing in the main Saturday night show, opinions from the judges on the previous Saturday show and the training footage for the next, and interviews with celebrities who have been watching the show.",2780.599,/1UOKLsJ3bopZHg6ntRfmO4C5Gcm.jpg,[],"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2024-05-06,['Soap'],249010.0,['af'],Kelders van Geheime,"[{'id': 5225, 'logo_path': '/sJ4g8v6i4xWfGwuAvm8Unb5wZhU.png', 'name': 'e.tv', 'origin_country': 'ZA'}]",129.0,1.0,['ZA'],af,"Kelders van Geheime (Cellars of Secrets) is a South African, Afrikaans-language telenovela based on the wheeling's and dealings of the community that lives on Soebatskloof (a wine farm in the Cape). The series focuses on three families: the Abrahams, Syster and Marais households. These families will have to stand together, agree (or agree to disagree), and work together to earn their bread and butter – and a glass of wine.",2731.079,/vf1I0G5jICTstI1EXxb9Oqq80TU.jpg,"[{'id': 115021, 'logo_path': None, 'name': 'KFilms', 'origin_country': ''}]","[{'english_name': 'Afrikaans', 'iso_639_1': 'af', 'name': 'Afrikaans'}]",6.167,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2024-03-18,['Reality'],248890.0,['en'],Ready Steady Cook South Africa,"[{'id': 5732, 'logo_path': '/7DMfyRszb1IVyhNgZB0r6U2poE.png', 'name': 'SABC 3', 'origin_country': 'ZA'}]",260.0,1.0,['ZA'],en,"In Ready Steady Cook, two teams - a Red Tomato and a Green Pepper - compete in a Red Kitchen and a Green Kitchen, together with a South African chef on each side and paired with enthusiastic home cooks, as they are challenged creatively with a mystery bag of ingredients in a 20-minute cook-off.",2697.154,/30xX4IMbgnMbQwo76xM4BOSokZO.jpg,"[{'id': 117889, 'logo_path': None, 'name': 'Primedia Productions', 'origin_country': ''}, {'id': 179682, 'logo_path': None, 'name': 'Rose and Oaks Media', 'origin_country': 'ZA'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",2.125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[50],2005-09-05,"['Drama', 'Comedy']",36361.0,['cs'],Ulice,"[{'id': 711, 'logo_path': '/twuMX6vryssdv8oY01ZD5eNTKLt.png', 'name': 'TV Nova', 'origin_country': 'CZ'}, {'id': 5174, 'logo_path': '/urFAfEj1atKaaI9fMyvsdaaXqfB.png', 'name': 'Voyo', 'origin_country': 'CZ'}]",4052.0,20.0,['CZ'],cs,"Ulice is a Czech soap opera produced and broadcast by Nova. In the Czech language Ulice means street.

The show describes the lives of the Farský, Jordán, Boháč, Nikl, and Liška families and many other people that live in Prague. Their daily battle against real problems of living in a modern world like divorce, love, betrayal and illness or disease. Ulice often shows crime.",2460.636,/gFEHva8Csx18hMGJJZ6gi4sFSKR.jpg,"[{'id': 119646, 'logo_path': None, 'name': 'CET 21', 'origin_country': 'CZ'}, {'id': 31292, 'logo_path': None, 'name': 'TV Nova', 'origin_country': 'CZ'}]","[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}]",3.6,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[30],2005-08-21,['Reality'],8892.0,"['en', 'tl']",Pinoy Big Brother,"[{'id': 20, 'logo_path': '/kdcvqvutGKUsIkeSVGl8pQMkc3k.png', 'name': 'ABS-CBN', 'origin_country': 'PH'}, {'id': 42, 'logo_path': '/gVinXXdpdbLHuXTUUfx4R9PyuPB.png', 'name': 'TV5', 'origin_country': 'PH'}, {'id': 3920, 'logo_path': '/eK7hBqDuNwvHqBoWtVgCdNIehsU.png', 'name': 'Kapamilya Channel', 'origin_country': 'PH'}, {'id': 6982, 'logo_path': None, 'name': 'A2Z', 'origin_country': 'PH'}]",229.0,17.0,['PH'],tl,"The Philippine adaptation of the reality game show ""Big Brother"" features Filipino housemates live together, share their stories and build meaningful relationships as they do tasks and challenges supervised by Big Brother. Every week a nomination is done, and the public decides who gets evicted and eventually become the Big Winner of the program.",2441.47,/zUva0cs2SOjoxFPpwINbpevzoax.jpg,"[{'id': 162722, 'logo_path': None, 'name': 'ABS-CBN Studios', 'origin_country': 'PH'}, {'id': 115215, 'logo_path': '/4FoNChngLnjhs2B7gvrlTiO8Dyr.png', 'name': 'Banijay Asia', 'origin_country': 'IN'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",5.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2024-10-07,"['Drama', 'Mystery', 'Crime']",252523.0,['zh'],The People's Police,"[{'id': 521, 'logo_path': '/xDfvClYDemEokT3vFqFtMQ3fwXO.png', 'name': 'CCTV-8', 'origin_country': 'CN'}, {'id': 1330, 'logo_path': '/fNxBFqWr7eWEgNeBDvvCxsSItXx.png', 'name': 'iQiyi', 'origin_country': 'CN'}, {'id': 2007, 'logo_path': '/uBCIoV9AUGIdfXTrtJ6CRIxOZF6.png', 'name': 'Tencent Video', 'origin_country': 'CN'}]",38.0,1.0,['CN'],zh,"Ten years ago, Zhao Haiyang’s mistake during a manhunt led to the death of his mentor, Xia Hui. Now, Zhao is the Deputy Director of Dongzhou’s Public Security Bureau, while Fang Cheng, a former colleague, returns to the city with innovative ideas for police reform. Tension arises as Zhao is skeptical of Fang’s methods, but the new techniques prove effective in combating a wave of modern crimes. Just as progress is being made, the killer from a fifteen-year-old case resurfaces, forcing Zhao and Fang to join forces to bring the criminal to justice while facing an unseen, powerful adversary.",2394.099,/caMBUg1vqXlWNaE2PfrS0hxoWQ9.jpg,[],"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",6.333,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15],1952-12-26,['News'],94722.0,['de'],Tagesschau,"[{'id': 308, 'logo_path': '/nGl2dDGonksWY4fTzPPdkK3oNyq.png', 'name': 'Das Erste', 'origin_country': 'DE'}]",21205.0,73.0,['DE'],de,"German daily news program, the oldest still existing program on German television.",2373.016,/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,"[{'id': 7201, 'logo_path': '/ljV8ZT3CIYCEIEDlTyBliXJVCZr.png', 'name': 'NDR', 'origin_country': 'DE'}, {'id': 1251, 'logo_path': '/fc0O0mvjl8PbHgZXXY2VgPYos1Z.png', 'name': 'ARD', 'origin_country': 'DE'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",6.729,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2005-10-13,['Soap'],206559.0,"['af', 'en']",Binnelanders,"[{'id': 192, 'logo_path': '/dJ9KWprPx7AXMOxBrGJoadLhhZQ.png', 'name': 'M-Net', 'origin_country': 'ZA'}, {'id': 1826, 'logo_path': '/2tNeujuBe8MR40hoUE4FLYA7Knl.png', 'name': 'kykNET', 'origin_country': 'ZA'}]",4852.0,20.0,['ZA'],af,"A South African Afrikaans soap opera. It is set in and around the fictional private hospital, Binneland Kliniek, in Pretoria, and the storyline follows the trials, trauma and tribulations of the staff and patients of the hospital.",2208.961,/3bzECfllho8PphdYujLUIuhncJD.jpg,"[{'id': 240436, 'logo_path': '/uQbJVxmj5hhGWmym13JOs2rFAM8.png', 'name': 'Stark Studios', 'origin_country': 'ZA'}]","[{'english_name': 'Afrikaans', 'iso_639_1': 'af', 'name': 'Afrikaans'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",5.6,72.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2024-09-02,"['Drama', 'Action & Adventure']",256121.0,['tl'],Lavender Fields,"[{'id': 3920, 'logo_path': '/eK7hBqDuNwvHqBoWtVgCdNIehsU.png', 'name': 'Kapamilya Channel', 'origin_country': 'PH'}]",100.0,1.0,['PH'],tl,"Jasmin loved her idyllic life in her mountain town, but a brush with a criminal empire took it all away. Now she's out for revenge with a new identity.",2137.216,/lphvsr062SlxWM6XegsV2dLGaiE.jpg,"[{'id': 80844, 'logo_path': '/8IA6wf02ZLZNGZKHVLhn35Vxt1F.png', 'name': 'Dreamscape Entertainment Television', 'origin_country': 'PH'}]","[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2024-06-17,"['Drama', 'Action & Adventure']",256429.0,"['en', 'tl']",Pamilya Sagrado,"[{'id': 42, 'logo_path': '/gVinXXdpdbLHuXTUUfx4R9PyuPB.png', 'name': 'TV5', 'origin_country': 'PH'}, {'id': 3920, 'logo_path': '/eK7hBqDuNwvHqBoWtVgCdNIehsU.png', 'name': 'Kapamilya Channel', 'origin_country': 'PH'}, {'id': 6982, 'logo_path': None, 'name': 'A2Z', 'origin_country': 'PH'}]",101.0,2.0,['PH'],tl,"The members of the Sagrado family live to prove they are the most powerful and influential, stopping at nothing to bury dirty secrets to keep their name faultless and sacred.",2121.185,/hlRhstt3Du57qm4A30w7RkHqEXg.jpg,"[{'id': 162722, 'logo_path': None, 'name': 'ABS-CBN Studios', 'origin_country': 'PH'}, {'id': 80844, 'logo_path': '/8IA6wf02ZLZNGZKHVLhn35Vxt1F.png', 'name': 'Dreamscape Entertainment Television', 'origin_country': 'PH'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[50],2005-09-26,"['Drama', 'Soap']",45789.0,['de'],Sturm der Liebe,"[{'id': 308, 'logo_path': '/nGl2dDGonksWY4fTzPPdkK3oNyq.png', 'name': 'Das Erste', 'origin_country': 'DE'}]",4332.0,21.0,['DE'],de,"These are the stories of relationships taking place in the fictional five-star hotel Fürstenhof, located in Feldkirchen-Westerham near Rosenheim with the plot revolving around members of the family room area, the hotel owners, and employees.",2112.107,/jfFNydakwvbeACEwSd2Gh8UWtba.jpg,"[{'id': 99996, 'logo_path': '/liznTlaTMPe5rcFO5wSTSJAzyKj.png', 'name': 'Bavaria Fiction', 'origin_country': 'DE'}, {'id': 25162, 'logo_path': None, 'name': 'Bavaria Fernsehproduktion', 'origin_country': 'DE'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",5.726,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2017-07-17,"['Crime', 'Drama']",72879.0,['fr'],Tomorrow Is Ours,"[{'id': 290, 'logo_path': '/fqsd09CrijoGu6qfoNIdgUQmVGO.png', 'name': 'TF1', 'origin_country': 'FR'}]",1805.0,1.0,['FR'],fr,"The story revolves around the people of Sète, France. Their lives are punctuated by family rivalries, romance and scenes from daily life, but also by plots involving police investigations, secrets and betrayals.",2108.882,/zMWldNZF0wS3L5XkDVFHxYhclcL.jpg,"[{'id': 23448, 'logo_path': '/rKUrVCN0CkbrsaX3iO6bdx1cHYJ.png', 'name': 'Telfrance', 'origin_country': 'FR'}, {'id': 22123, 'logo_path': '/zPTy6QDAlCKGeAALZoFEL3QAlut.png', 'name': 'TF1', 'origin_country': 'FR'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",6.2,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2015-11-16,['Soap'],235484.0,['af'],Suidooster,"[{'id': 1826, 'logo_path': '/2tNeujuBe8MR40hoUE4FLYA7Knl.png', 'name': 'kykNET', 'origin_country': 'ZA'}, {'id': 2265, 'logo_path': '/q34eWeq5RcHA17V5nwneKSrGy4g.png', 'name': 'Showmax', 'origin_country': ''}, {'id': 7099, 'logo_path': '/mPyEYYAmrN2ucqskaSxCeY6TP0d.png', 'name': 'kykNET & Kie', 'origin_country': 'ZA'}]",2289.0,10.0,['ZA'],af,"Suidooster is a South African television soap opera produced by Suidooster Films which revolves around a matriarch, her family, friends and the people of Suidooster, a small shopping and business centre in the fictional Cape Town suburb of Ruiterbosch.",2008.412,/naCgSiacvV685kait6fBvhVhdce.jpg,"[{'id': 209145, 'logo_path': None, 'name': 'Suidooster Films', 'origin_country': ''}]","[{'english_name': 'Afrikaans', 'iso_639_1': 'af', 'name': 'Afrikaans'}]",7.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[50],2016-04-11,['Crime'],99894.0,['ru'],Nevskiy,"[{'id': 1199, 'logo_path': '/9wVcHld7xpIZ5e6CQ3LJyFSiFhz.png', 'name': 'NTV ', 'origin_country': 'RU'}, {'id': 2859, 'logo_path': '/sE6SzJwo3yDXntlBohmHNGxmevq.png', 'name': 'Premier', 'origin_country': 'RU'}]",202.0,7.0,['RU'],ru,"Police captain Pavel Semyonov serves in one of the residential areas of St. Petersburg. Pavel is used to breaking up drunken fights and entering drug dens alone to make another arrest. He knows that if he thinks and argues, he will simply be killed. And he is used to first acting, and then sorting it out, because he really wants to stay alive, because his wife Yulia and son Sasha are waiting for him at home. Risking his life, he saves the daughter of a businessman. In gratitude, Latyshev, the girl's father, facilitates the transfer of Pavel to Nevsky Prospekt, to the very center of the big city, where it is prestigious and profitable to serve ... And soon Pavel begins to suspect that his transfer to the Central District was carried out by Latyshev with some far-reaching plans. And when Pavel goes on the trail of a mysterious killer named Rafael, everything is completely confused. But in a difficult situation, Pavel can always rely on his friends from the sleeping area",1971.549,/348feBCjEQzcQVd9J6NZNyASLVF.jpg,[],"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",9.3,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2023-01-12,"['Drama', 'Mystery', 'Soap']",212907.0,['es'],La promesa,"[{'id': 443, 'logo_path': '/dN6GTZyNY32q2onfrvJ2iAeE4su.png', 'name': 'La 1', 'origin_country': 'ES'}]",456.0,3.0,['ES'],es,"In 1913 Spain, a woman gets a job at the palace of La Promesa as a reward for saving the marquesses' son - but nobody knows that she has her own plans, which involve avenging her mother's death and finding her missing brother.",1867.746,/y656ZhHU2Hh3bmC5vBtMa2vKpUM.jpg,[],"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",7.391,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[160],2000-04-23,['Reality'],18770.0,['es'],Gran hermano,"[{'id': 53, 'logo_path': '/nSksjyoitz94qhfon6uzJj6ekj9.png', 'name': 'Telecinco', 'origin_country': 'ES'}, {'id': 3980, 'logo_path': '/2sMrOSRL5z5SneEjIvwRAXm8B1d.png', 'name': 'mitele', 'origin_country': 'ES'}]",417.0,19.0,['ES'],es,"Gran Hermano is a reality television series broadcast in Spain on Telecinco and La Siete produced by Endemol. It is part of the Big Brother franchise first developed in the Netherlands. As of February 2012, 19 editions of the show have aired.",1830.055,/gQ0Emh2LT047Fip2HWye3NkrkQB.jpg,"[{'id': 66389, 'logo_path': '/ewSYWqmrOst8pEyFu1w2dG0EP9T.png', 'name': 'Endemol', 'origin_country': 'NL'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",3.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2024-08-20,"['Drama', 'Comedy', 'Family']",262252.0,['es'],KLASS 95: The Power of Beauty,"[{'id': 500, 'logo_path': '/6lbu3Xq8ZsTMrS0AnPfMtPhjxQk.png', 'name': 'Caracol TV', 'origin_country': 'CO'}]",50.0,1.0,['CO'],es,An ambitious young woman launches a powerful modeling agency determined to change lives — but power and love are not for the faint of heart.,1813.819,/dsEtoQtIurztGFs3H9vsa5Tdw2R.jpg,"[{'id': 2586, 'logo_path': '/nFBZvcFmGnokOMyz19gGumXhUYz.png', 'name': 'Caracol Televisión', 'origin_country': 'CO'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",6.667,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[60],2023-10-08,['Reality'],236594.0,['en'],Big Brother: Late and Live,"[{'id': 149, 'logo_path': '/wbGo5nGjF0nFxTajmY5WOZVAEQM.png', 'name': 'ITV2', 'origin_country': 'GB'}]",72.0,2.0,['GB'],en,"Big Brother hosts AJ Odudu and Will Best present from a studio just a stone's throw from the Big Brother house, featuring celebrity guests and a live studio audience.",1813.291,/4neSwqJjJLtK6Zuqpx5j70z5CPs.jpg,"[{'id': 212730, 'logo_path': '/y0ugDmNMHTUPNMjN6u8v2s5nrJS.png', 'name': 'Initial', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[180],2023-10-08,['Reality'],237019.0,['en'],Big Brother: Live Stream,"[{'id': 5871, 'logo_path': '/9NZkB99XBofL8XCBV19lKEfhAkU.png', 'name': 'ITVX', 'origin_country': 'GB'}]",80.0,2.0,['GB'],en,Big Brother sees it all - and so can you.,1794.95,/fMp5s51vpEbt4UQB5O5H600nPIQ.jpg,"[{'id': 212730, 'logo_path': '/y0ugDmNMHTUPNMjN6u8v2s5nrJS.png', 'name': 'Initial', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[],2024-09-09,"['Soap', 'Drama', 'Mystery']",237478.0,['pt'],Mania de Você,"[{'id': 60, 'logo_path': '/w5KLywO8bPe98prvv0UewMBAZHO.png', 'name': 'TV Globo', 'origin_country': 'BR'}]",48.0,1.0,['BR'],pt,"The story will revolve around the friendship between two young women, Viola and Luma, who seem destined to literally enter each others lives. Born on the same day under very different circumstances, they meet years later, connected by coincidences that go beyond their shared birthday.

A journey marked by both complicity and rivalry, placing them in a romantic quartet with Mavi and Rudá, and shaped by a series of circumstances, twists, and surprises, including a secret surrounding a murder.",1794.189,/xq1X6H8pupwx0jeZpu4Piq0V5uL.jpg,"[{'id': 46430, 'logo_path': '/tQZIt59BLw3b0b6rHJRqv4Dvrpd.png', 'name': 'Estúdios Globo', 'origin_country': 'BR'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2023-10-08,['Reality'],237243.0,['en'],Big Brother,"[{'id': 149, 'logo_path': '/wbGo5nGjF0nFxTajmY5WOZVAEQM.png', 'name': 'ITV2', 'origin_country': 'GB'}]",72.0,2.0,['GB'],en,Britain’s ultimate social experiment. Follow every twist and turn as a group of housemates live under the gaze of 24/7 cameras and try to avoid eviction. Big Brother sees it all...,1791.283,/Tg2g7XvPLWsEbNH0hM1jxMfOmk.jpg,"[{'id': 185440, 'logo_path': '/A6c2v9olU1KLuDff6jAu5X4pJ4y.png', 'name': 'Banijay UK', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
