episode_run_time,first_air_date,genres,id,languages,name,networks,number_of_episodes,number_of_seasons,origin_country,original_language,overview,popularity,poster_path,production_companies,spoken_languages,vote_average,vote_count,Action & Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Kids,Mystery,News,Reality,Romance,Sci-Fi & Fantasy,Soap,Talk,War & Politics,Western
[25],1987-04-06,"['Action & Adventure', 'Animation', 'Comedy']",36046.0,['ja'],City Hunter,"[{'id': 57, 'logo_path': '/uxaXSoT8K0S2NE5PWsBpHUl3GGU.png', 'name': 'Nippon TV', 'origin_country': 'JP'}, {'id': 569, 'logo_path': '/cIMyE9cw1W4kMFGxmC17HKTnVz9.png', 'name': 'YTV', 'origin_country': 'JP'}]",140.0,4.0,['JP'],ja,"Ryo Saeba works the streets of Tokyo as the City Hunter. He's a ""sweeper"" and with his sidekick Kaori Makimura, he keeps the city clean. People hire the City Hunter to solve their dangerous problems, which he does with a Colt Python. When Ryo's not working on a case, he's working on getting the ladies, and Kaori must keep him in check with her trusty 10 kg hammer.",178.114,/4BA0FDKiJD0N4ljYhlwOVjQKszR.jpg,"[{'id': 3153, 'logo_path': '/yKZ9UarLSu9Y4Gpw33nKRQOPM7z.png', 'name': 'SUNRISE', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",7.9,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[46],2005-06-13,"['Crime', 'Drama', 'Mystery']",1450.0,['en'],The Closer,"[{'id': 41, 'logo_path': '/6ISsKwa2XUhSC6oBtHZjYf6xFqv.png', 'name': 'TNT', 'origin_country': 'US'}]",109.0,7.0,['US'],en,"Deputy Police Chief Brenda Leigh Johnson transfers from Atlanta to LA to head up a special unit of the LAPD that handles sensitive, high-profile murder cases. Johnson's quirky personality and hard-nosed approach often rubs her colleagues the wrong way, but her reputation as one of the world's best interrogator eventually wins over even her toughest critics.",178.028,/sVE1SSDlXNCBh3sPYkIUTKfxOAk.jpg,"[{'id': 117172, 'logo_path': None, 'name': 'The Shephard/Robin Company', 'origin_country': ''}, {'id': 159434, 'logo_path': None, 'name': 'Walking Entropy', 'origin_country': ''}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.865,289.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2007-02-25,"['Reality', 'Mystery']",74218.0,['ru'],Battle of the Psychics,"[{'id': 1191, 'logo_path': '/dj89PnCx2Pt7vAE3Fp7n54vvmOt.png', 'name': 'TNT', 'origin_country': 'RU'}, {'id': 1258, 'logo_path': '/1U8FtJNwKMiUITng9A6pOY6jnt7.png', 'name': 'TV-3', 'origin_country': 'RU'}]",316.0,22.0,['RU'],ru,"Bitva Extrasenov (Битва Экстрасенсов), Battle of the Psychics, is a Russian-language TNT (ТНТ) TV show based on Britain’s Psychic Challenge.  Each season starts with 8-13 participants selected for their superior psychic abilities, but tries to expose them as frauds. Tasks in the beginning of the series are relatively simple, such as revealing the contents of a sealed box or what lies behind an impenetrable screen, and progressively become more difficult. One participant judged to be worst is eliminated each week, but all participants advance to the next round if the panel is unable to come to a decision.",177.975,/yyuXEH1OP2QtwJFOm2wIMsEc03B.jpg,"[{'id': 111055, 'logo_path': None, 'name': '_', 'origin_country': 'RU'}, {'id': 200826, 'logo_path': None, 'name': 'Кефир Продакшн', 'origin_country': ''}, {'id': 200827, 'logo_path': None, 'name': 'ФМП Групп', 'origin_country': ''}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",6.6,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[24],1968-03-30,"['Action & Adventure', 'Animation']",118453.0,['ja'],Star of the Giants,"[{'id': 569, 'logo_path': '/cIMyE9cw1W4kMFGxmC17HKTnVz9.png', 'name': 'YTV', 'origin_country': 'JP'}]",257.0,3.0,['JP'],ja,"In 1969, at the press conference of Nagashima Shigeo who was joining a professional baseball team, Yomiurhi Kyojin, a ball was thrown at him by a boy. He was Hoshi Hyuma, and a thrown ball meant a letter of challenge. His father, Hoshi Ittetsu, had trained Huma since he had been very young to achieve his dream to make him a professional baseball player.",177.941,/3AvF4Z6v9ScbwCGDKKGfGSF5xU2.jpg,"[{'id': 195026, 'logo_path': None, 'name': 'Tokyo Movie', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",7.8,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2011-09-09,[],61826.0,[],Big Brother's Bit on the Side,"[{'id': 99, 'logo_path': '/bMuKs6xuhI0GHSsq4WWd9FsntUN.png', 'name': 'Channel 5', 'origin_country': 'GB'}, {'id': 507, 'logo_path': '/h6W1MHkLg8LxGBK942JEDakPB9b.png', 'name': '5Star', 'origin_country': 'GB'}]",471.0,12.0,['GB'],en,"The place to catch up on all things Big Brother UK! Join Emma Willis for the best mix of exclusive clips, news and reactions from the house, plus celebrity guests and live debates in the studio.",177.912,/aYWUgtoLIKsGGRMKIWWd4ShCDsL.jpg,[],[],4.9,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2020-05-17,"['Sci-Fi & Fantasy', 'Drama']",79680.0,['en'],Snowpiercer,"[{'id': 41, 'logo_path': '/6ISsKwa2XUhSC6oBtHZjYf6xFqv.png', 'name': 'TNT', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/alqLicR1ZMHMaZGP3xRQxn9sq7p.png', 'name': 'AMC', 'origin_country': 'US'}]",40.0,4.0,['US'],en,"More than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",177.678,/exKzfiKzMdQBHrdd7zNmKauJkbg.jpg,"[{'id': 104720, 'logo_path': '/465nRotlMZXuB7Mlvh8o8O7BlGF.png', 'name': 'Tomorrow Studios', 'origin_country': 'US'}, {'id': 90239, 'logo_path': None, 'name': 'Studio T', 'origin_country': 'US'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.4,1215.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[120],2018-03-19,"['Family', 'Drama', 'Comedy']",52645.0,"['es', 'tr']",Yasak Elma,"[{'id': 303, 'logo_path': '/64uickn4Fz4H3Rgo20z5VJ6PKtR.png', 'name': 'FOX', 'origin_country': 'TR'}]",177.0,6.0,['TR'],tr,"Three things in life can not be hidden ""love, smoke and lack of money"". The social society and the events behind the business world are told.",177.486,/8fnado0qpXLohbeHxaXzL2x7FPc.jpg,"[{'id': 58719, 'logo_path': '/8WuVoXvkZxol372gFVr8JXC9CRi.png', 'name': 'MEDYAPIM', 'origin_country': 'TR'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",7.2,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[60],1976-10-03,"['Crime', 'Drama', 'Mystery']",2179.0,['en'],"Quincy, M.E.","[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",148.0,8.0,['US'],en,Los Angeles County medical examiner Quincy routinely engages in police investigations.,177.378,/e0bsxZqhE5fhRjaX2LKu8GuKccE.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 6905, 'logo_path': None, 'name': 'Glen A. Larson Productions', 'origin_country': 'US'}, {'id': 104278, 'logo_path': None, 'name': 'Universal Television Entertainment', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.5,105.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[25],2014-08-22,"['Animation', 'Comedy', 'Drama']",61222.0,['en'],BoJack Horseman,"[{'id': 213, 'logo_path': '/wwemzKWzjKYJFfCeiB57q3r4Bcm.png', 'name': 'Netflix', 'origin_country': ''}]",76.0,6.0,['US'],en,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",177.214,/pB9L0jAnEQLMKgexqCEocEW8TA.jpg,"[{'id': 30740, 'logo_path': '/hgNpRAePWVxwG8llAW06DSVRJcL.png', 'name': 'Tornante Company', 'origin_country': 'US'}, {'id': 81667, 'logo_path': '/Am06MBFNH0OLe3m5MEhdyIFeYWh.png', 'name': 'ShadowMachine', 'origin_country': 'US'}, {'id': 123120, 'logo_path': None, 'name': 'Boxer vs Raptor', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.56,2371.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[12],2001-03-30,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Kids']",4630.0,['en'],The Fairly OddParents,"[{'id': 13, 'logo_path': '/aYkLXz4dxHgOrFNH7Jv7Cpy56Ms.png', 'name': 'Nickelodeon', 'origin_country': 'US'}]",268.0,10.0,"['CA', 'US']",en,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",177.056,/3ryMj7tIvVtiXyI2tLvHYTjOjq4.jpg,"[{'id': 67200, 'logo_path': '/55PebHAetX8DhJgEBoQqm0iYFZq.png', 'name': 'Billionfold', 'origin_country': 'US'}, {'id': 34764, 'logo_path': '/bvon5U0QrVapPuHLopQLfK8O8rc.png', 'name': 'Frederator Studios', 'origin_country': 'US'}, {'id': 5371, 'logo_path': '/2GFJ3jJ7dhjqcOGj41aTwd3OhQT.png', 'name': 'Nickelodeon Productions', 'origin_country': 'US'}, {'id': 67245, 'logo_path': None, 'name': 'Nicktoons Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.6,961.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[90],2017-07-22,['Reality'],91914.0,['zh'],The Chinese Restaurant,"[{'id': 952, 'logo_path': '/6WVfgvW4r3jiw6v80jflHSQr41j.png', 'name': 'Hunan Television', 'origin_country': 'CN'}, {'id': 1631, 'logo_path': '/c6GPQWwbXDuD59pGGutCBQ1T711.png', 'name': 'Mango TV', 'origin_country': 'CN'}]",98.0,8.0,['CN'],zh,Chinese Restaurant is a Chinese celebrity reality show broadcast by Hunan Television.It's Vicky Zhao's first reality/variety show as a regular guest.,177.013,/t5IPAsriTxmDsobNQB3mwmHIAv7.jpg,"[{'id': 41385, 'logo_path': None, 'name': '湖南卫视', 'origin_country': 'CN'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[45],2013-10-07,['Comedy'],83275.0,['el'],Min arxizeis ti moyrmoyra,"[{'id': 763, 'logo_path': '/jaY3I8qSvcymAOMsafafhFatC80.png', 'name': 'Alpha TV', 'origin_country': 'GR'}]",792.0,11.0,['GR'],el,"The premise of the series revolves around the daily lives of different couples of all ages from 20 to 65, but who are not connected to each other. Each couple has their own space where they live, while the story of each couple in each episode is not connected to the stories of the other couples.",176.718,/7vylvnOzWpBgLVMBoyIxg1eLyot.jpg,"[{'id': 140062, 'logo_path': None, 'name': 'Plus Productions', 'origin_country': ''}, {'id': 140063, 'logo_path': None, 'name': 'Green Pixel Productions', 'origin_country': ''}]","[{'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",7.115,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[60],2002-04-28,['Documentary'],90412.0,['ja'],Makeover! Dramatic Before & After,"[{'id': 103, 'logo_path': '/j3xAzk1SYQQwrQOD7acdSz675Wa.png', 'name': 'tv asahi', 'origin_country': 'JP'}]",357.0,4.0,['JP'],ja,"Japanese home reform. Homes are chosen from viewers who write in explaining unique problems, like small space, broken or damaged home, no bathroom, no insulation, too old, not elderly friendly, etc. The show showcases some of the worst living conditions before, then goes through a reformation to modernize the home and meet the needs of the owners. Alias name is ""Before After""",176.649,/ncDQ1nJqdlw6J4o1KZq8jb9LZuG.jpg,"[{'id': 216247, 'logo_path': None, 'name': 'ABC', 'origin_country': ''}, {'id': 203666, 'logo_path': None, 'name': 'Jump', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[35],2017-07-24,"['Soap', 'Mystery', 'Drama']",79250.0,['es'],Verdades ocultas,"[{'id': 646, 'logo_path': '/eF0EV1F9h3b1A55ZdPOkXPVWu31.png', 'name': 'Mega', 'origin_country': 'CL'}]",854.0,7.0,['CL'],es,"A woman is faced with the dilemma of selling her four-year-old daughter. 20 years later, fate will reunite them, unleashing unthinkable consequences.",176.499,/bp7tyY5mAKJ9VSmLv3tX0RaYeig.jpg,"[{'id': 111086, 'logo_path': '/2QbvDVzgwOLSKMXqqIi8b5hEhhe.png', 'name': 'AGTV', 'origin_country': 'CL'}, {'id': 18607, 'logo_path': '/kqU0tEddKzMQ6OOvqyXKdYEtSHH.png', 'name': 'Chilefilms', 'origin_country': 'CL'}, {'id': 73521, 'logo_path': '/k9G99i7abke0jyI4iw5uKW3uvAE.png', 'name': 'Megamedia', 'origin_country': 'CL'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2018-12-23,['Drama'],81502.0,['zh'],The Story of Ming Lan,"[{'id': 952, 'logo_path': '/6WVfgvW4r3jiw6v80jflHSQr41j.png', 'name': 'Hunan Television', 'origin_country': 'CN'}, {'id': 1330, 'logo_path': '/fNxBFqWr7eWEgNeBDvvCxsSItXx.png', 'name': 'iQiyi', 'origin_country': 'CN'}, {'id': 1419, 'logo_path': '/w2TeR3fvPZ9a617tNIF1oOfyPtk.png', 'name': 'Youku', 'origin_country': 'CN'}, {'id': 2007, 'logo_path': '/uBCIoV9AUGIdfXTrtJ6CRIxOZF6.png', 'name': 'Tencent Video', 'origin_country': 'CN'}]",78.0,1.0,['CN'],zh,"The Story of Ming Lan, based on the novel written by Guan Xin Ze Luan, follows our heroine through her youth, into her adulthood, and well into her marriage life as well. She’s the 6th child of the Sheng household. Though she is an intelligent and beautiful child, she was not loved by her family (her dad, her sisters, her mom dies early.) She has to hide her intelligence and suffers through the years, hoping to avenge for her mom. During this process she will meet many friends and foes, one of which is our male lead, Gu’s second son, Gu Ting Ye. He has helped and mistreated her before, but also the one to witness her sharp wits and lonely soul. After they get married, they will work together as a power couple, managing the new King’s regime as well as harvesting a world of happiness on their own.",176.382,/flNWgUPwtkAGv8wyxxBlKaAwLzt.jpg,"[{'id': 148869, 'logo_path': '/1uiCvFIkqy90sifkKMAMFF2efUi.png', 'name': 'Daylight Entertainment Co., Ltd.', 'origin_country': 'CN'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",7.375,28.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2014-09-23,"['Action & Adventure', 'Drama', 'Comedy']",61387.0,['en'],NCIS: New Orleans,"[{'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}]",155.0,7.0,['US'],en,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",176.363,/1WJJUUZODmRTcFydLDBUtiztL6x.jpg,"[{'id': 96555, 'logo_path': None, 'name': 'When Pigs Fly Productions', 'origin_country': ''}, {'id': 96556, 'logo_path': None, 'name': 'Wings Productions', 'origin_country': 'US'}, {'id': 1081, 'logo_path': '/19kn4jVvpc3sAL3YpZNb3elhSMl.png', 'name': 'CBS Studios', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.332,423.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[11],1991-08-11,"['Family', 'Animation', 'Kids', 'Comedy']",3022.0,['en'],Rugrats,"[{'id': 13, 'logo_path': '/aYkLXz4dxHgOrFNH7Jv7Cpy56Ms.png', 'name': 'Nickelodeon', 'origin_country': 'US'}]",322.0,9.0,['US'],en,"Focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",176.343,/corsUEMQqLn9Ug392B1ek40gmqK.jpg,"[{'id': 59150, 'logo_path': '/owpGkEh53XCB9dNoLpuaxvcLCOy.png', 'name': 'Klasky-Csupo', 'origin_country': 'US'}, {'id': 5371, 'logo_path': '/2GFJ3jJ7dhjqcOGj41aTwd3OhQT.png', 'name': 'Nickelodeon Productions', 'origin_country': 'US'}, {'id': 4859, 'logo_path': '/wOF6aAYFE5BQryYyaMdQPqUWYwt.png', 'name': 'Nickelodeon Animation Studio', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.6,682.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[80],2009-04-24,['Talk'],39429.0,['ko'],You Hee-yeol's Sketchbook,"[{'id': 342, 'logo_path': '/nFmWwUAf2D3iAtizUcmkxufaM0q.png', 'name': 'KBS2', 'origin_country': 'KR'}]",600.0,1.0,['KR'],ko,"You Hee-yeol's Sketchbook is a Korean pop music program that is both a talk show and live music show. The host of this program is You Hee-yeol, also known as Toy, a one-man project band. This program has aired since April 24, 2009.",176.301,/5zsoaVX483aJG90rJhlAup1VAXI.jpg,"[{'id': 154810, 'logo_path': '/ptFmUmvS7aANRcmajNW249FGPMu.png', 'name': 'KBS', 'origin_country': 'KR'}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",7.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2018-10-12,"['Drama', 'Action & Adventure', 'Sci-Fi & Fantasy']",75450.0,"['en', 'de']",Titans,"[{'id': 2243, 'logo_path': '/eOL4PkiC0zkDpxKFQhBnmCtwx5p.png', 'name': 'DC Universe', 'origin_country': 'US'}, {'id': 3186, 'logo_path': '/nmU0UMDJB3dRRQSTUqawzF2Od1a.png', 'name': 'HBO Max', 'origin_country': 'US'}]",49.0,4.0,['US'],en,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,176.25,/8e6QiSexmYKaiHGPvbhaFMmQEhc.jpg,"[{'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}, {'id': 433, 'logo_path': '/iafkKMpcRfEXq9a4sQf0h6tg2E2.png', 'name': 'Weed Road Pictures', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",7.921,2661.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22],2009-09-30,['Comedy'],1422.0,['en'],The Middle,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}]",215.0,9.0,['US'],en,"The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the city of Orson, Indiana.",176.212,/QdCyzFDoa6sUs6zqjvIdTHZ8Go.jpg,"[{'id': 137839, 'logo_path': None, 'name': 'Blackie and Blondie Productions', 'origin_country': ''}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.5,630.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7],2009-01-07,"['Animation', 'Family', 'Kids', 'Comedy']",46080.0,['ru'],Masha and the Bear,"[{'id': 412, 'logo_path': '/t96cnWLH1OivW91EXygZDNSmhAK.png', 'name': 'Russia-1', 'origin_country': 'RU'}]",162.0,7.0,['RU'],ru,"Masha is an energetic three-year-old who can’t seem to keep herself out of trouble. Bear is a warm, fatherly figure that does his best to guide his friend and keep her from harm, often ending up the unintended victim of her misadventures.",175.958,/wPkeRunw71Mm10xQYKAwGG0NLgt.jpg,"[{'id': 55393, 'logo_path': '/kGiO9cwfccySbOMAxTNN7VaqTNJ.png', 'name': 'Animaccord Animation Studio', 'origin_country': 'RU'}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",6.9,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[30],1968-09-21,"['Crime', 'Drama']",4660.0,"['fr', 'en']",Adam-12,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",174.0,7.0,['US'],en,"Adam-12 is a television police drama that followed two police officers of the Los Angeles Police Department, Pete Malloy and Jim Reed, as they patrolled the streets of Los Angeles in their patrol unit, 1-Adam-12.",175.917,/9hY1H8A6sPghNNHPQJYMgJYpemZ.jpg,"[{'id': 13700, 'logo_path': None, 'name': 'Mark VII Ltd.', 'origin_country': ''}, {'id': 104278, 'logo_path': None, 'name': 'Universal Television Entertainment', 'origin_country': ''}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.077,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[24],2008-10-02,"['Animation', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi & Fantasy']",50712.0,['ja'],Black Butler,"[{'id': 94, 'logo_path': '/7RNXnyiMbjgqtPAjja13wchcrGI.png', 'name': 'MBS', 'origin_country': 'JP'}, {'id': 173, 'logo_path': '/fERjndErEpveJmQZccJbJDi93rj.png', 'name': 'AT-X', 'origin_country': 'JP'}, {'id': 343, 'logo_path': '/9rNqtDYAnD6yTOutvHI3synSEs2.png', 'name': 'Gunma TV', 'origin_country': 'JP'}, {'id': 614, 'logo_path': '/hSdroyVthq3CynxTIIY7lnS8w1.png', 'name': 'Tokyo MX', 'origin_country': 'JP'}, {'id': 861, 'logo_path': '/JQ5bx6n7Qmdmyqz6sqjo5Fz2iR.png', 'name': 'BS11', 'origin_country': 'JP'}, {'id': 2478, 'logo_path': '/2v82HpzoKRveJEJcGHkeTcktMRM.png', 'name': 'Tochigi TV', 'origin_country': 'JP'}]",57.0,5.0,['JP'],ja,"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",175.871,/iXGs130TRoUplHf0o86zp9MqAYc.jpg,"[{'id': 13113, 'logo_path': '/xV5tPYKZhP2Ko9dOh5A3FahuKsx.png', 'name': 'A-1 Pictures', 'origin_country': 'JP'}, {'id': 121589, 'logo_path': '/kZvTniBgpTzAThHCa0OZ1FJtRjy.png', 'name': 'CloverWorks', 'origin_country': 'JP'}, {'id': 11727, 'logo_path': '/cIMyE9cw1W4kMFGxmC17HKTnVz9.png', 'name': 'Yomiuri Telecasting Corporation', 'origin_country': 'JP'}, {'id': 2883, 'logo_path': '/rDYExnBV61jGQnkhVVrPN4Yl7O1.png', 'name': 'Aniplex', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",7.742,194.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[40],2014-04-27,"['Talk', 'Comedy', 'News']",60694.0,['en'],Last Week Tonight with John Oliver,"[{'id': 49, 'logo_path': '/tuomPhY2UtuPTqqFnKMVHvSb724.png', 'name': 'HBO', 'origin_country': 'US'}]",320.0,11.0,['US'],en,"A half-hour satirical look at the week in news, politics and current events.",175.548,/b12eM3FXNjN7yM7XYTIdmeQRud9.jpg,"[{'id': 86642, 'logo_path': None, 'name': 'Sixteen String Jack Productions', 'origin_country': ''}, {'id': 57685, 'logo_path': '/7B9nsj17Yux1t2H8DrdH8W4wXhm.png', 'name': 'Avalon Television', 'origin_country': 'US'}, {'id': 118313, 'logo_path': None, 'name': 'Partially Important Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.9,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
